 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0692
  478994.2,     -40.0,        -0.1966
  478994.2,     -80.0,        -0.1088
  478994.2,    -120.0,        -0.0015
  478994.2,    -160.0,        -0.0245
  478994.2,    -200.0,         0.0554
  478994.2,    -240.0,        -0.0713
  478994.2,    -280.0,        -0.1080
  478994.2,    -320.0,        -0.1201
  478994.2,    -360.0,        -0.0158
  478994.2,    -400.0,        -0.0860
  478994.2,    -440.0,         0.0202
  478993.1,       0.0,        -0.0457
  478993.1,     -40.0,        -0.1932
  478993.1,     -80.0,        -0.1132
  478993.1,    -120.0,        -0.0076
  478993.1,    -160.0,        -0.0815
  478993.1,    -200.0,         0.0489
  478993.1,    -240.0,        -0.0738
  478993.1,    -280.0,        -0.0638
  478993.1,    -320.0,        -0.0833
  478993.1,    -360.0,         0.0286
  478993.1,    -400.0,        -0.0421
  478993.1,    -440.0,         0.0310
  478993.2,       0.0,         0.0264
  478993.2,     -40.0,        -0.1489
  478993.2,     -80.0,        -0.0994
  478993.2,    -120.0,         0.0072
  478993.2,    -160.0,        -0.0737
  478993.2,    -200.0,         0.0753
  478993.2,    -240.0,        -0.0960
  478993.2,    -280.0,         0.0704
  478993.2,    -320.0,         0.0015
  478993.2,    -360.0,         0.0704
  478993.2,    -400.0,        -0.0184
  478993.2,    -440.0,         0.0680
  478994.3,       0.0,         0.0868
  478994.3,     -40.0,        -0.0982
  478994.3,     -80.0,        -0.0714
  478994.3,    -120.0,         0.0382
  478994.3,    -160.0,        -0.0252
  478994.3,    -200.0,         0.0976
  478994.3,    -240.0,        -0.1182
  478994.3,    -280.0,         0.1651
  478994.3,    -320.0,         0.0790
  478994.3,    -360.0,         0.1069
  478994.3,    -400.0,         0.0023
  478994.3,    -440.0,         0.0686
  478995.7,       0.0,         0.0625
  478995.7,     -40.0,        -0.1427
  478995.7,     -80.0,        -0.0886
  478995.7,    -120.0,         0.0517
  478995.7,    -160.0,         0.0088
  478995.7,    -200.0,         0.0781
  478995.7,    -240.0,        -0.0927
  478995.7,    -280.0,         0.1250
  478995.7,    -320.0,         0.0159
  478995.7,    -360.0,         0.0743
  478995.7,    -400.0,        -0.0164
  478995.7,    -440.0,         0.0177
  478996.8,       0.0,         0.0071
  478996.8,     -40.0,        -0.2344
  478996.8,     -80.0,        -0.1279
  478996.8,    -120.0,         0.0575
  478996.8,    -160.0,         0.0294
  478996.8,    -200.0,         0.0334
  478996.8,    -240.0,        -0.0549
  478996.8,    -280.0,         0.0408
  478996.8,    -320.0,        -0.1313
  478996.8,    -360.0,         0.0195
  478996.8,    -400.0,        -0.0514
  478996.8,    -440.0,        -0.0700
  478997.1,       0.0,         0.0194
  478997.1,     -40.0,        -0.2449
  478997.1,     -80.0,        -0.1143
  478997.1,    -120.0,         0.0968
  478997.1,    -160.0,         0.0643
  478997.1,    -200.0,         0.0117
  478997.1,    -240.0,         0.0280
  478997.1,    -280.0,         0.0510
  478997.1,    -320.0,        -0.1656
  478997.1,    -360.0,         0.0421
  478997.1,    -400.0,        -0.0302
  478997.1,    -440.0,        -0.0817
  478996.1,       0.0,         0.0775
  478996.1,     -40.0,        -0.1799
  478996.1,     -80.0,        -0.0882
  478996.1,    -120.0,         0.0925
